Category	Country	Customer ID	Order Date	Order ID	Payment Method	Product ID	Return Status	Review Rating	Shipping Method	Discount	Price	Profit	Quantity	Returned Quantity	Shipping Cost	
Home	USA	3173	4/27/2023 0:00	ORDER00194	Cash	489	No	1	Next Day	11.00%	$371.10 	$185 	3	5	$49.10 	
Books	UK	3961	5/23/2023 0:00	ORDER00195	Credit Card	590	Yes	3	Standard	35.00%	$700.80 	$537 	4	3	$16.00 	
Electronics	Germany	9487	12/17/2023 0:00	ORDER00196	Credit Card	287	No	1	Express	14.00%	$668.10 	"$1,326 "	9	4	$14.30 	
Sports	UK	8174	12/22/2023 0:00	ORDER00197	Bank Transfer	281	Yes	1	Express	15.00%	$281.30 	$111 	4	0	$46.00 	
Electronics	France	4026	8/4/2023 0:00	ORDER00198	PayPal	638	No	5	Next Day	35.00%	$927.90 	$69 	1	0	$37.60 	
Home	Canada	2264	6/13/2023 0:00	ORDER00199	Credit Card	771	Yes	5	Next Day	14.00%	$56.00 	$134 	10	1	$3.30 	
Clothing	UK	6711	6/9/2023 0:00	ORDER00200	Bank Transfer	516	Yes	1	Standard	24.00%	$874.70 	$343 	2	5	$34.30 	
Electronics	France	9199	4/26/2023 0:00	ORDER00201	Bank Transfer	95	Yes	5	Next Day	24.00%	$412.30 	$681 	8	3	$39.20 	
Clothing	UK	2409	5/12/2023 0:00	ORDER00202	Credit Card	227	Yes	1	Next Day	20.00%	$952.70 	$416 	4	4	$5.10 	
Sports	Canada	3205	4/7/2023 0:00	ORDER00203	Credit Card	876	No	3	Next Day	14.00%	$888.20 	$314 	4	3	$44.20 	
Sports	UK	9012	8/20/2023 0:00	ORDER00204	PayPal	270	No	2	Express	18.00%	$593.70 	$382 	6	4	$10.20 	
Sports	UK	5449	7/26/2023 0:00	ORDER00205	Bank Transfer	881	No	5	Standard	29.00%	$112.50 	$73 	4	1	$25.40 	
Electronics	France	4570	8/2/2023 0:00	ORDER00206	Credit Card	297	No	3	Next Day	11.00%	$722.90 	$589 	9	0	$49.00 	
Electronics	Canada	2198	8/2/2023 0:00	ORDER00207	Credit Card	329	Yes	3	Next Day	15.00%	$719.00 	$791 	7	1	$16.70 	
Books	USA	7513	5/27/2023 0:00	ORDER00208	Bank Transfer	20	Yes	2	Standard	36.00%	$640.40 	$252 	6	1	$26.60 	
Clothing	USA	4461	11/4/2023 0:00	ORDER00209	Cash	608	No	4	Next Day	20.00%	$267.50 	$304 	10	0	$40.40 	
Sports	UK	6525	10/1/2023 0:00	ORDER00210	PayPal	841	Yes	4	Next Day	34.00%	$666.20 	$326 	5	0	$2.10 	
Clothing	France	3025	5/27/2023 0:00	ORDER00211	Cash	411	Yes	2	Standard	35.00%	$194.20 	$107 	7	0	$38.50 	
Electronics	USA	7543	12/15/2023 0:00	ORDER00212	Credit Card	451	Yes	2	Express	37.00%	$737.30 	$783 	7	2	$23.20 	
Electronics	Germany	5071	3/24/2023 0:00	ORDER00213	Bank Transfer	249	Yes	4	Express	8.00%	$590.10 	"$1,277 "	9	3	$21.40 	
Books	USA	7123	1/13/2023 0:00	ORDER00214	Cash	181	No	3	Express	20.00%	$14.20 	$21 	8	1	$6.70 	
Books	Germany	5397	8/26/2023 0:00	ORDER00215	Credit Card	324	No	1	Next Day	35.00%	$550.50 	$383 	4	5	$38.70 	
Sports	Canada	7613	9/27/2023 0:00	ORDER00216	Credit Card	830	Yes	2	Next Day	27.00%	$287.60 	$37 	1	5	$5.10 	
Sports	Germany	6162	11/9/2023 0:00	ORDER00217	Bank Transfer	783	No	3	Next Day	36.00%	$552.50 	$677 	8	1	$13.70 	
Home	USA	2174	9/7/2023 0:00	ORDER00218	Cash	865	No	5	Next Day	31.00%	$623.50 	$375 	4	1	$5.20 	
Sports	Canada	3792	6/19/2023 0:00	ORDER00219	PayPal	261	Yes	4	Next Day	14.00%	$638.40 	"$1,073 "	8	0	$14.40 	
Home	UK	2056	5/25/2023 0:00	ORDER00220	PayPal	964	No	4	Express	21.00%	$74.20 	$29 	2	4	$44.10 	
Clothing	UK	7794	4/10/2023 0:00	ORDER00221	Credit Card	750	Yes	3	Standard	37.00%	$237.60 	$322 	8	3	$35.10 	
Books	France	5811	6/13/2023 0:00	ORDER00222	Cash	140	Yes	3	Express	31.00%	$798.80 	$701 	8	0	$41.00 	
Electronics	Germany	4449	3/21/2023 0:00	ORDER00223	Credit Card	599	Yes	1	Express	34.00%	$93.10 	$99 	8	1	$28.80 	
Sports	Germany	7547	7/2/2023 0:00	ORDER00224	Cash	462	Yes	5	Standard	11.00%	$847.50 	$442 	5	2	$7.20 	
Books	UK	9015	7/10/2023 0:00	ORDER00225	Cash	890	No	5	Next Day	11.00%	$735.30 	"$1,050 "	10	1	$47.80 	
Home	France	3072	11/18/2023 0:00	ORDER00226	PayPal	622	Yes	4	Standard	31.00%	$78.50 	$66 	6	1	$2.80 	
Clothing	France	3353	11/18/2023 0:00	ORDER00227	Cash	844	No	5	Next Day	40.00%	$487.20 	$138 	3	3	$10.20 	
Books	Germany	3866	7/3/2023 0:00	ORDER00228	PayPal	697	No	3	Express	22.00%	$213.30 	$69 	4	4	$7.30 	
Books	Canada	4027	12/10/2023 0:00	ORDER00229	Cash	529	No	1	Next Day	19.00%	$166.30 	$316 	8	5	$20.90 	
Sports	UK	8438	6/10/2023 0:00	ORDER00230	Cash	153	No	2	Standard	29.00%	$502.10 	$99 	1	5	$45.60 	
Electronics	UK	2990	4/15/2023 0:00	ORDER00231	Cash	926	Yes	3	Standard	34.00%	$256.20 	$113 	4	3	$12.70 	
Home	Canada	2381	3/6/2023 0:00	ORDER00232	Credit Card	150	Yes	3	Express	28.00%	$940.00 	$80 	1	2	$32.00 	
Electronics	USA	5893	6/6/2023 0:00	ORDER00233	Credit Card	111	Yes	2	Standard	27.00%	$344.20 	$362 	8	4	$31.10 	
Home	UK	7372	12/19/2023 0:00	ORDER00234	Bank Transfer	26	Yes	4	Standard	16.00%	$134.90 	$13 	1	0	$41.20 	
Electronics	Germany	6029	2/26/2023 0:00	ORDER00235	Cash	465	No	4	Standard	37.00%	$275.00 	$115 	4	1	$36.20 	
Electronics	France	3684	7/19/2023 0:00	ORDER00236	PayPal	957	Yes	2	Standard	10.00%	$229.40 	$52 	1	5	$19.00 	
Home	UK	3221	7/17/2023 0:00	ORDER00237	PayPal	890	No	2	Next Day	8.00%	$784.30 	$114 	1	0	$43.50 	
Books	UK	1080	1/6/2023 0:00	ORDER00238	Bank Transfer	887	Yes	1	Standard	10.00%	$219.30 	$415 	9	0	$25.20 	
Sports	Germany	7714	2/16/2023 0:00	ORDER00239	Bank Transfer	118	Yes	5	Next Day	8.00%	$189.60 	$126 	3	1	$26.90 	
Clothing	UK	8857	7/28/2023 0:00	ORDER00240	Credit Card	446	Yes	3	Standard	14.00%	$527.10 	$58 	1	3	$11.40 	
Electronics	Canada	1209	11/16/2023 0:00	ORDER00241	PayPal	596	No	1	Standard	37.00%	$491.60 	$296 	6	5	$12.20 	
Books	USA	2185	3/3/2023 0:00	ORDER00242	PayPal	674	Yes	2	Standard	10.00%	$308.70 	$137 	3	5	$42.00 	
Sports	France	1474	2/23/2023 0:00	ORDER00243	Credit Card	873	No	2	Express	6.00%	$158.40 	$127 	6	0	$38.60 	
Electronics	France	6079	11/24/2023 0:00	ORDER00244	PayPal	929	Yes	2	Standard	17.00%	$889.50 	$879 	10	2	$24.00 	
Electronics	UK	1306	1/2/2023 0:00	ORDER00245	Bank Transfer	229	No	4	Express	36.00%	$353.50 	$391 	9	5	$44.70 	
Books	France	5112	12/27/2023 0:00	ORDER00246	Credit Card	508	No	3	Next Day	30.00%	$577.00 	$535 	5	4	$18.60 	
Books	Germany	5524	2/28/2023 0:00	ORDER00247	Credit Card	764	Yes	4	Standard	38.00%	$221.10 	$317 	10	2	$26.70 	
Clothing	UK	7938	4/27/2023 0:00	ORDER00248	Cash	122	Yes	4	Standard	8.00%	$281.10 	$302 	6	0	$37.10 	
Clothing	Canada	2515	1/15/2023 0:00	ORDER00249	Cash	327	Yes	3	Next Day	37.00%	$489.00 	$730 	10	4	$8.60 	
Books	Germany	5826	4/6/2023 0:00	ORDER00250	PayPal	470	No	2	Next Day	35.00%	$394.90 	$61 	1	5	$35.20 	
Clothing	USA	5646	7/8/2023 0:00	ORDER00251	Cash	288	No	5	Standard	18.00%	$383.20 	$475 	7	3	$20.30 	
Electronics	Canada	9483	12/12/2023 0:00	ORDER00252	Credit Card	526	No	5	Standard	17.00%	$566.60 	$276 	4	4	$34.00 	
Home	USA	3693	9/6/2023 0:00	ORDER00253	Credit Card	840	No	4	Express	6.00%	$711.60 	$798 	8	4	$42.40 	
Clothing	France	4128	2/18/2023 0:00	ORDER00254	Cash	697	Yes	5	Express	23.00%	$35.30 	$19 	6	0	$45.10 	
Books	France	2234	3/12/2023 0:00	ORDER00255	Credit Card	153	Yes	5	Express	23.00%	$91.10 	$66 	4	1	$43.80 	
Clothing	Germany	9921	4/10/2023 0:00	ORDER00256	Bank Transfer	592	Yes	5	Standard	29.00%	$375.60 	$236 	3	0	$17.20 	
Home	Canada	2251	12/12/2023 0:00	ORDER00257	Credit Card	42	Yes	4	Express	12.00%	$258.20 	$260 	8	2	$26.10 	
Home	USA	1351	1/3/2023 0:00	ORDER00258	Credit Card	275	Yes	4	Express	12.00%	$892.30 	$697 	7	3	$25.30 	
Home	Germany	7063	9/8/2023 0:00	ORDER00259	Bank Transfer	553	Yes	2	Next Day	33.00%	$890.30 	$795 	9	0	$24.90 	
Books	Germany	9483	8/1/2023 0:00	ORDER00260	PayPal	439	Yes	1	Next Day	37.00%	$989.00 	$325 	4	0	$49.60 	
Home	USA	5862	9/12/2023 0:00	ORDER00261	Bank Transfer	208	No	5	Next Day	29.00%	$369.40 	$525 	7	1	$8.40 	
Home	UK	8900	1/9/2023 0:00	ORDER00262	Credit Card	780	Yes	4	Standard	21.00%	$823.80 	$534 	5	5	$40.70 	
Books	Canada	1607	1/20/2023 0:00	ORDER00263	PayPal	167	No	1	Standard	34.00%	$657.00 	$426 	6	2	$17.40 	
Electronics	UK	9345	10/16/2023 0:00	ORDER00264	Cash	112	No	5	Express	27.00%	$412.60 	$432 	8	2	$8.60 	
Books	Canada	8698	5/18/2023 0:00	ORDER00265	Bank Transfer	350	Yes	3	Standard	30.00%	$29.90 	$12 	2	4	$47.50 	
Home	USA	5579	7/10/2023 0:00	ORDER00266	Cash	130	Yes	5	Next Day	22.00%	$333.90 	$466 	6	4	$28.40 	
Books	USA	5186	6/17/2023 0:00	ORDER00267	Credit Card	736	Yes	1	Standard	17.00%	$420.90 	$156 	2	2	$37.50 	
Books	France	2843	6/24/2023 0:00	ORDER00268	PayPal	887	Yes	5	Standard	30.00%	$72.30 	$116 	9	2	$21.70 	
Electronics	USA	3938	10/13/2023 0:00	ORDER00269	Credit Card	813	No	2	Express	24.00%	$123.00 	$10 	1	0	$35.30 	
Electronics	UK	1478	3/20/2023 0:00	ORDER00270	Bank Transfer	217	No	2	Standard	28.00%	$161.40 	$212 	7	5	$2.90 	
Sports	Germany	6035	2/27/2023 0:00	ORDER00271	Bank Transfer	382	Yes	4	Express	37.00%	$11.60 	$2 	2	3	$24.20 	
Books	Germany	7414	4/24/2023 0:00	ORDER00272	PayPal	25	Yes	3	Express	32.00%	$367.40 	$122 	3	5	$20.40 	
Clothing	UK	9453	10/21/2023 0:00	ORDER00273	Credit Card	68	No	1	Standard	18.00%	$556.90 	$711 	6	5	$11.30 	
Books	Canada	4040	8/12/2023 0:00	ORDER00274	Bank Transfer	979	No	5	Standard	13.00%	$619.50 	$341 	6	0	$6.90 	
Home	Canada	7272	8/10/2023 0:00	ORDER00275	Bank Transfer	772	No	5	Standard	15.00%	$285.50 	$109 	2	0	$26.80 	
Sports	France	7318	2/20/2023 0:00	ORDER00276	Bank Transfer	235	No	3	Standard	11.00%	$813.20 	"$1,028 "	9	3	$47.00 	
Sports	Germany	5356	4/7/2023 0:00	ORDER00277	PayPal	717	Yes	5	Next Day	33.00%	$776.60 	"$1,029 "	7	3	$16.40 	
Clothing	Canada	5925	2/24/2023 0:00	ORDER00278	Credit Card	999	Yes	1	Next Day	37.00%	$696.90 	$71 	1	1	$28.20 	
Sports	France	8957	6/1/2023 0:00	ORDER00279	Bank Transfer	292	No	2	Express	34.00%	$663.40 	$310 	5	0	$41.70 	
Electronics	Germany	6883	1/17/2023 0:00	ORDER00280	Bank Transfer	727	Yes	1	Standard	14.00%	$298.30 	$89 	2	2	$12.70 	
Electronics	Canada	9575	11/3/2023 0:00	ORDER00281	Bank Transfer	702	No	1	Standard	33.00%	$132.10 	$151 	8	1	$36.90 	
Sports	USA	1615	8/4/2023 0:00	ORDER00282	Bank Transfer	710	Yes	1	Express	10.00%	$169.10 	$242 	7	0	$43.50 	
Electronics	Germany	2207	11/15/2023 0:00	ORDER00283	Bank Transfer	728	Yes	5	Express	39.00%	$63.40 	$14 	3	5	$38.90 	
Sports	Germany	4781	6/20/2023 0:00	ORDER00284	Bank Transfer	556	Yes	2	Standard	33.00%	$304.10 	$463 	9	4	$2.60 	
Home	France	8792	5/16/2023 0:00	ORDER00285	Bank Transfer	33	No	1	Express	10.00%	$44.70 	$46 	6	4	$35.20 	
Books	USA	1515	1/28/2023 0:00	ORDER00286	PayPal	12	Yes	5	Express	16.00%	$536.00 	$239 	4	1	$23.20 	
Books	Canada	2840	7/28/2023 0:00	ORDER00287	PayPal	617	No	3	Next Day	9.00%	$456.60 	$253 	3	4	$35.20 	
Books	USA	8033	10/4/2023 0:00	ORDER00288	Cash	213	No	3	Express	20.00%	$105.70 	$142 	8	0	$7.30 	
Clothing	USA	5882	9/28/2023 0:00	ORDER00289	Cash	139	No	3	Express	31.00%	$77.30 	$49 	4	2	$21.80 	
Sports	USA	2225	2/16/2023 0:00	ORDER00290	Cash	695	Yes	2	Next Day	23.00%	$805.30 	$414 	3	2	$24.10 	
Books	Canada	7308	9/8/2023 0:00	ORDER00291	PayPal	422	No	4	Next Day	29.00%	$360.40 	$392 	8	5	$9.40 	
Electronics	France	9259	6/9/2023 0:00	ORDER00292	Bank Transfer	638	No	5	Express	28.00%	$889.70 	$195 	2	0	$2.30 	
Electronics	France	9124	5/20/2023 0:00	ORDER00293	Bank Transfer	669	No	3	Standard	25.00%	$32.60 	$30 	8	5	$29.90 	
Books	USA	5671	5/4/2023 0:00	ORDER00294	Cash	624	Yes	2	Express	19.00%	$348.90 	$284 	8	4	$9.00 	
Home	USA	1200	3/5/2023 0:00	ORDER00295	Credit Card	489	Yes	4	Standard	11.00%	$417.40 	$411 	4	4	$33.90 	
Sports	USA	3449	5/21/2023 0:00	ORDER00296	Credit Card	771	Yes	5	Express	34.00%	$925.70 	$991 	6	0	$36.70 	
Electronics	Germany	4942	9/25/2023 0:00	ORDER00297	PayPal	540	No	4	Standard	6.00%	$46.90 	$53 	6	4	$3.40 	
Home	USA	9044	12/8/2023 0:00	ORDER00298	Cash	980	Yes	1	Next Day	16.00%	$175.90 	$20 	1	4	$35.10 	
Books	Germany	4060	12/27/2023 0:00	ORDER00299	Cash	218	No	2	Standard	5.00%	$618.00 	"$1,267 "	9	4	$20.20 	
Sports	France	2771	10/27/2023 0:00	ORDER00300	Cash	664	Yes	3	Next Day	16.00%	$374.60 	$261 	7	2	$45.40 	
Home	France	7650	8/16/2023 0:00	ORDER00301	Credit Card	822	Yes	2	Express	11.00%	$87.00 	$181 	8	4	$38.20 	
Sports	UK	7603	4/17/2023 0:00	ORDER00302	Credit Card	308	No	5	Express	24.00%	$803.40 	$388 	6	4	$15.20 	
Home	UK	5649	9/15/2023 0:00	ORDER00303	Cash	175	No	3	Express	20.00%	$277.90 	$596 	10	0	$4.10 	
Sports	France	8102	10/11/2023 0:00	ORDER00304	PayPal	149	Yes	1	Standard	32.00%	$683.60 	$341 	4	3	$31.00 	
Home	France	8035	1/22/2023 0:00	ORDER00305	PayPal	950	No	2	Standard	9.00%	$520.60 	$223 	2	2	$27.20 	
Sports	Canada	3020	11/18/2023 0:00	ORDER00306	PayPal	542	Yes	3	Express	22.00%	$156.90 	$29 	1	1	$33.30 	
Home	UK	3127	6/10/2023 0:00	ORDER00307	Cash	580	Yes	4	Standard	36.00%	$291.90 	$386 	7	5	$20.00 	
Home	Canada	1862	9/16/2023 0:00	ORDER00308	Cash	548	No	5	Express	35.00%	$258.90 	$132 	6	2	$11.80 	
Books	Germany	4456	2/23/2023 0:00	ORDER00309	Credit Card	808	Yes	2	Express	21.00%	$529.10 	$478 	6	2	$9.20 	
Electronics	UK	9694	10/23/2023 0:00	ORDER00310	Cash	394	Yes	1	Next Day	36.00%	$776.40 	$243 	2	5	$29.60 	
Home	Canada	3209	1/28/2023 0:00	ORDER00311	Bank Transfer	74	No	2	Next Day	40.00%	$586.20 	$278 	6	5	$19.20 	
Sports	USA	1173	3/2/2023 0:00	ORDER00312	Cash	298	Yes	3	Next Day	8.00%	$544.40 	$577 	4	5	$22.90 	
Books	France	4493	6/23/2023 0:00	ORDER00313	PayPal	920	Yes	5	Standard	10.00%	$957.10 	$658 	6	1	$16.90 	
Home	UK	6414	11/28/2023 0:00	ORDER00314	Credit Card	900	No	5	Next Day	27.00%	$438.00 	$729 	8	2	$9.50 	
Sports	UK	1527	3/7/2023 0:00	ORDER00315	Credit Card	815	Yes	1	Express	29.00%	$907.80 	$130 	1	4	$49.90 	
Home	UK	7198	9/6/2023 0:00	ORDER00316	Credit Card	731	Yes	4	Next Day	15.00%	$237.70 	$285 	7	5	$40.40 	
Electronics	Germany	5441	8/28/2023 0:00	ORDER00317	Credit Card	947	Yes	4	Next Day	16.00%	$164.30 	$236 	6	5	$31.40 	
Home	France	5781	8/20/2023 0:00	ORDER00318	PayPal	877	Yes	4	Express	23.00%	$767.60 	$483 	8	2	$49.20 	
Clothing	Germany	3989	6/18/2023 0:00	ORDER00319	Credit Card	772	Yes	2	Next Day	13.00%	$170.80 	$134 	5	4	$36.50 	
Home	UK	3191	7/16/2023 0:00	ORDER00320	Cash	800	Yes	5	Express	39.00%	$487.20 	$111 	3	5	$11.00 	
Home	USA	8102	6/10/2023 0:00	ORDER00321	Cash	778	No	5	Next Day	15.00%	$24.00 	$36 	7	4	$15.40 	
Home	Germany	6359	6/24/2023 0:00	ORDER00322	Credit Card	395	Yes	2	Express	34.00%	$339.70 	$155 	5	0	$2.70 	
Books	USA	4194	4/6/2023 0:00	ORDER00323	PayPal	540	No	2	Express	11.00%	$418.10 	$533 	8	1	$20.00 	
Sports	UK	7708	8/10/2023 0:00	ORDER00324	Credit Card	430	Yes	5	Next Day	37.00%	$358.00 	$24 	1	2	$45.50 	
Books	Germany	7754	6/9/2023 0:00	ORDER00325	Cash	200	No	5	Express	23.00%	$176.70 	$118 	5	4	$15.00 	
Books	Canada	3945	6/13/2023 0:00	ORDER00326	Cash	424	No	2	Express	37.00%	$953.70 	$490 	6	3	$44.30 	
Sports	France	8907	3/17/2023 0:00	ORDER00327	Bank Transfer	62	Yes	2	Standard	21.00%	$581.00 	$135 	1	3	$35.50 	
Clothing	USA	1092	9/6/2023 0:00	ORDER00328	PayPal	342	No	5	Next Day	25.00%	$781.60 	$295 	3	0	$19.90 	
Electronics	USA	7683	2/17/2023 0:00	ORDER00329	PayPal	866	No	2	Next Day	29.00%	$972.90 	$301 	4	2	$32.10 	
Books	Canada	2277	1/19/2023 0:00	ORDER00330	Credit Card	45	No	1	Express	35.00%	$630.30 	$375 	7	0	$44.90 	
Books	Canada	8039	6/25/2023 0:00	ORDER00331	Bank Transfer	803	Yes	5	Express	38.00%	$774.50 	$395 	8	2	$2.10 	
Books	France	6289	5/17/2023 0:00	ORDER00332	Credit Card	931	No	4	Standard	14.00%	$630.90 	$234 	2	5	$10.10 	
Home	France	1514	7/26/2023 0:00	ORDER00333	Credit Card	89	No	3	Standard	32.00%	$907.50 	$696 	6	2	$39.40 	
Clothing	France	6080	8/27/2023 0:00	ORDER00334	Bank Transfer	34	No	2	Standard	33.00%	$346.80 	$87 	2	4	$27.80 	
Clothing	France	8187	2/18/2023 0:00	ORDER00335	PayPal	646	Yes	2	Express	20.00%	$932.20 	$639 	6	1	$9.80 	
Home	UK	2925	4/5/2023 0:00	ORDER00336	Cash	233	No	1	Express	23.00%	$262.60 	$217 	6	4	$36.70 	
Home	France	1123	7/3/2023 0:00	ORDER00337	PayPal	768	Yes	1	Standard	17.00%	$528.60 	$459 	5	4	$6.20 	
Home	Canada	2953	4/20/2023 0:00	ORDER00338	Credit Card	37	No	5	Standard	10.00%	$357.10 	$362 	8	5	$6.10 	
Books	France	3266	5/10/2023 0:00	ORDER00339	Cash	769	No	4	Standard	32.00%	$785.30 	$560 	6	2	$31.70 	
Books	France	4950	11/15/2023 0:00	ORDER00340	Credit Card	460	No	4	Express	8.00%	$137.10 	$23 	1	4	$35.20 	
Clothing	USA	2448	7/25/2023 0:00	ORDER00341	PayPal	291	No	1	Standard	30.00%	$824.70 	$469 	4	2	$18.00 	
Books	France	4173	2/28/2023 0:00	ORDER00342	Bank Transfer	198	Yes	5	Express	38.00%	$542.90 	$504 	8	0	$13.80 	
Sports	France	2039	3/17/2023 0:00	ORDER00343	Credit Card	895	No	2	Next Day	29.00%	$947.90 	$717 	5	5	$25.70 	
Electronics	Germany	9021	8/28/2023 0:00	ORDER00344	Credit Card	950	No	4	Next Day	24.00%	$461.60 	$773 	8	5	$18.70 	
Electronics	UK	4222	8/9/2023 0:00	ORDER00345	PayPal	255	No	3	Next Day	6.00%	$313.50 	$150 	2	1	$37.10 	
Sports	Germany	8866	2/26/2023 0:00	ORDER00346	Credit Card	81	No	2	Express	34.00%	$915.50 	$252 	2	3	$17.20 	
Electronics	UK	9315	4/9/2023 0:00	ORDER00347	Credit Card	447	No	3	Express	32.00%	$595.00 	"$1,035 "	9	5	$46.70 	
Books	USA	1742	12/28/2023 0:00	ORDER00348	Bank Transfer	137	Yes	3	Next Day	28.00%	$135.30 	$140 	10	1	$24.50 	
Sports	UK	5099	12/14/2023 0:00	ORDER00349	Credit Card	190	No	3	Standard	38.00%	$563.10 	$103 	1	2	$10.00 	
Electronics	Canada	2625	10/19/2023 0:00	ORDER00350	PayPal	130	No	4	Standard	26.00%	$276.90 	$423 	10	4	$21.00 	
Books	Canada	9409	1/19/2023 0:00	ORDER00351	Credit Card	210	No	1	Next Day	21.00%	$734.80 	$77 	1	3	$24.80 	
Home	Germany	3755	7/5/2023 0:00	ORDER00352	Bank Transfer	369	Yes	1	Next Day	27.00%	$563.00 	$262 	3	1	$19.10 	
Books	France	8226	2/13/2023 0:00	ORDER00353	Bank Transfer	292	Yes	1	Next Day	12.00%	$128.80 	$335 	10	1	$26.50 	
Clothing	France	6012	5/5/2023 0:00	ORDER00354	PayPal	377	Yes	2	Express	7.00%	$444.00 	$474 	5	4	$44.90 	
Clothing	USA	6308	9/14/2023 0:00	ORDER00355	Credit Card	348	Yes	1	Standard	32.00%	$695.60 	$105 	1	0	$24.00 	
Sports	UK	4820	2/20/2023 0:00	ORDER00356	Bank Transfer	169	No	5	Express	18.00%	$137.40 	$24 	2	3	$22.30 	
Home	Canada	5375	9/16/2023 0:00	ORDER00357	Cash	885	Yes	5	Standard	11.00%	$603.20 	$934 	9	3	$18.40 	
Sports	France	7787	4/1/2023 0:00	ORDER00358	Cash	805	Yes	4	Express	6.00%	$33.80 	$26 	4	2	$28.20 	
Home	USA	7083	6/19/2023 0:00	ORDER00359	PayPal	177	Yes	2	Standard	17.00%	$517.70 	$256 	5	3	$40.90 	
Electronics	Germany	5736	6/18/2023 0:00	ORDER00360	Cash	538	Yes	4	Next Day	24.00%	$16.60 	$3 	2	2	$42.00 	
Sports	Canada	2487	3/18/2023 0:00	ORDER00361	PayPal	324	Yes	5	Next Day	22.00%	$361.20 	$62 	2	2	$42.80 	
Home	Canada	5007	3/21/2023 0:00	ORDER00362	PayPal	872	Yes	3	Next Day	7.00%	$379.60 	$619 	7	0	$46.90 	
Clothing	USA	7426	5/10/2023 0:00	ORDER00363	Credit Card	509	Yes	5	Express	36.00%	$451.30 	$136 	2	2	$43.50 	
Books	Canada	4544	9/13/2023 0:00	ORDER00364	PayPal	804	No	3	Next Day	38.00%	$877.70 	$298 	3	1	$42.90 	
Sports	USA	7746	8/23/2023 0:00	ORDER00365	PayPal	115	No	5	Next Day	7.00%	$167.80 	$154 	5	4	$38.20 	
Sports	Canada	5098	1/28/2023 0:00	ORDER00366	Bank Transfer	799	No	4	Standard	26.00%	$577.70 	$667 	8	5	$4.30 	
Sports	Canada	4746	1/28/2023 0:00	ORDER00367	Credit Card	30	No	4	Next Day	38.00%	$291.20 	$455 	9	4	$35.00 	
Clothing	France	7604	10/1/2023 0:00	ORDER00368	Credit Card	754	Yes	2	Express	7.00%	$908.30 	"$1,054 "	9	4	$20.50 	
Home	France	2621	10/25/2023 0:00	ORDER00369	Bank Transfer	290	Yes	2	Next Day	12.00%	$60.00 	$87 	10	0	$6.20 	
Sports	UK	6698	2/21/2023 0:00	ORDER00370	PayPal	147	Yes	3	Standard	26.00%	$169.20 	$103 	3	4	$44.60 	
Electronics	UK	1700	1/26/2023 0:00	ORDER00371	Cash	274	Yes	3	Express	23.00%	$733.20 	"$1,101 "	10	1	$9.10 	
Clothing	USA	9221	10/28/2023 0:00	ORDER00372	Cash	222	No	1	Standard	14.00%	$830.10 	"$1,762 "	10	2	$37.50 	
Books	Canada	3784	5/2/2023 0:00	ORDER00373	Bank Transfer	341	Yes	5	Standard	19.00%	$656.60 	$250 	2	3	$11.20 	
Home	France	2081	9/27/2023 0:00	ORDER00374	PayPal	510	Yes	1	Next Day	36.00%	$974.30 	$126 	2	4	$10.30 	
Sports	USA	7400	11/18/2023 0:00	ORDER00375	PayPal	515	No	4	Standard	13.00%	$497.10 	$826 	7	5	$28.70 	
Sports	UK	6363	12/5/2023 0:00	ORDER00376	Cash	70	Yes	3	Next Day	13.00%	$343.00 	$691 	10	1	$18.50 	
Home	Germany	4786	5/27/2023 0:00	ORDER00377	Bank Transfer	358	No	5	Next Day	32.00%	$69.40 	$29 	6	2	$7.20 	
Clothing	Canada	6516	5/8/2023 0:00	ORDER00378	Bank Transfer	909	No	5	Express	18.00%	$650.10 	$616 	9	5	$10.40 	
Home	USA	3620	1/28/2023 0:00	ORDER00379	Credit Card	557	Yes	4	Express	32.00%	$555.40 	$356 	4	3	$3.20 	
Sports	France	9889	3/3/2023 0:00	ORDER00380	PayPal	886	No	1	Next Day	6.00%	$241.80 	$138 	3	2	$25.70 	
Electronics	France	7640	5/14/2023 0:00	ORDER00381	Bank Transfer	766	Yes	3	Express	26.00%	$761.30 	$605 	7	3	$14.10 	
Clothing	Germany	2080	6/2/2023 0:00	ORDER00382	Credit Card	323	No	4	Standard	39.00%	$146.40 	$45 	2	2	$40.80 	
Clothing	Germany	8747	7/2/2023 0:00	ORDER00383	Bank Transfer	624	Yes	2	Standard	11.00%	$204.70 	$93 	2	1	$32.30 	
Books	UK	1288	1/24/2023 0:00	ORDER00384	Bank Transfer	92	Yes	2	Express	16.00%	$211.00 	$262 	8	3	$6.50 	
Home	Germany	2828	5/17/2023 0:00	ORDER00385	Cash	342	No	5	Standard	14.00%	$584.50 	$893 	7	2	$20.50 	
Clothing	Germany	3505	7/23/2023 0:00	ORDER00386	Cash	424	No	2	Express	20.00%	$43.80 	$22 	6	2	$14.10 	
Books	Canada	5613	9/13/2023 0:00	ORDER00387	Bank Transfer	552	Yes	4	Express	29.00%	$439.50 	$164 	2	1	$19.70 	
Sports	France	1222	4/26/2023 0:00	ORDER00388	Bank Transfer	972	No	3	Next Day	33.00%	$971.70 	$742 	6	1	$30.00 	
